5 of networks used
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
0	100	0	100	0	0	0	0	0	100	100	0	0	0	100	
100	0	100	100	0	100	0	100	100	0	100	0	100	100	100	
100	100	100	100	0	100	100	100	100	100	100	100	100	100	100	
0	0	0	0	100	0	0	100	100	0	0	20	100	0	0	
0	100	0	0	0	0	0	0	100	0	0	0	0	0	100	
100	100	100	0	100	0	0	0	0	100	0	0	0	0	100	
0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	
0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	100	100	0	0	20	0	
0	100	0	0	100	0	0	100	0	0	100	100	0	20	100	
100	100	100	100	100	40	100	100	100	100	40	100	40	40	100	
0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
