5 of networks used
0	0	0	0	100	0	0	0	0	0	0	0	100	0	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	100	100	0	0	0	0	100	100	0	0	0	0	
100	100	0	0	100	100	0	100	0	0	100	100	100	0	100	
0	0	100	0	0	0	100	0	0	0	0	0	0	100	0	
100	0	100	100	100	100	100	100	100	100	100	100	100	100	0	
0	100	0	0	40	100	100	0	0	0	100	60	0	100	0	
100	0	100	100	100	100	100	0	100	100	100	100	100	0	100	
100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	
100	100	0	100	100	0	100	100	100	100	100	100	100	0	0	
0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	
0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	
0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	
0	100	100	100	100	0	100	0	0	0	100	0	0	0	100	
